kind,date,amount,mode_price,area,year,weekno
かぶ,20060228,22997,158.0,千葉,2006,9
かぶ,20060301,25359,147.0,千葉,2006,9
かぶ,20060302,21814,105.0,千葉,2006,9
かぶ,20060303,21710,105.0,千葉,2006,9
かぶ,20060304,27569,105.0,千葉,2006,9
かぶ,20060306,29595,147.0,千葉,2006,10
かぶ,20060307,30252,105.0,千葉,2006,10
かぶ,20060309,32566,147.0,千葉,2006,10
かぶ,20060310,29535,147.0,千葉,2006,10
かぶ,20060311,33162,147.0,千葉,2006,10
かぶ,20060313,28437,147.0,千葉,2006,11
かぶ,20060314,30983,95.0,千葉,2006,11
かぶ,20060316,31566,95.0,千葉,2006,11
かぶ,20060317,27578,105.0,千葉,2006,11
かぶ,20060318,26711,100.0,千葉_埼玉,2006,11
かぶ,20060320,30089,95.0,千葉_各地_埼玉,2006,12
かぶ,20060322,27647,131.5,各地_埼玉,2006,12
かぶ,20060323,28587,121.0,千葉_各地,2006,12
かぶ,20060324,28075,115.5,千葉_各地,2006,12
かぶ,20060325,29176,105.0,千葉,2006,12
かぶ,20060327,28512,147.0,千葉,2006,13
かぶ,20060328,25254,126.0,千葉,2006,13
かぶ,20060329,24969,147.0,千葉,2006,13
かぶ,20060330,28409,147.0,千葉,2006,13
かぶ,20060331,24561,116.0,千葉,2006,13
かぶ,20060401,25486,105.0,千葉,2006,13
かぶ,20060403,21305,126.0,埼玉,2006,14
かぶ,20060404,21694,126.0,千葉,2006,14
かぶ,20060405,23116,131.5,千葉_埼玉,2006,14
かぶ,20060406,28428,131.5,千葉_埼玉,2006,14
かぶ,20060407,26848,105.0,千葉,2006,14
かぶ,20060408,29663,116.0,千葉,2006,14
かぶ,20060410,29853,116.0,千葉,2006,15
かぶ,20060411,32223,116.0,千葉_埼玉,2006,15
かぶ,20060413,24120,137.0,千葉,2006,15
かぶ,20060414,31199,137.0,千葉,2006,15
かぶ,20060415,34356,126.0,千葉,2006,15
かぶ,20060417,30728,158.0,千葉,2006,16
かぶ,20060418,35144,126.0,千葉,2006,16
かぶ,20060420,32549,137.0,千葉,2006,16
かぶ,20060421,23608,116.0,千葉_埼玉,2006,16
かぶ,20060422,30255,95.0,千葉,2006,16
かぶ,20060424,29647,115.5,千葉_各地_埼玉,2006,17
かぶ,20060425,26576,89.5,千葉_各地,2006,17
かぶ,20060426,25502,116.0,千葉_各地_埼玉,2006,17
かぶ,20060427,29014,121.0,千葉_埼玉,2006,17
かぶ,20060428,36298,147.0,千葉,2006,17
かぶ,20060501,30181,147.0,千葉,2006,18
かぶ,20060502,31918,136.5,千葉_埼玉,2006,18
かぶ,20060505,25588,110.5,千葉_埼玉,2006,18
かぶ,20060506,26097,115.5,千葉_埼玉,2006,18
かぶ,20060508,28983,108.0,千葉_埼玉,2006,19
かぶ,20060509,28621,115.5,千葉_各地_埼玉,2006,19
かぶ,20060511,30603,110.5,千葉_埼玉,2006,19
かぶ,20060512,30462,147.0,千葉,2006,19
かぶ,20060513,26771,147.0,千葉,2006,19
かぶ,20060515,22973,115.75,千葉_埼玉,2006,20
かぶ,20060516,25898,116.0,千葉,2006,20
かぶ,20060517,19047,147.0,千葉,2006,20
かぶ,20060518,17941,116.0,千葉,2006,20
かぶ,20060519,28621,84.0,埼玉,2006,20
かぶ,20060520,29581,102.5,千葉_埼玉,2006,20
かぶ,20060522,26603,116.0,千葉,2006,21
かぶ,20060523,30030,105.0,千葉,2006,21
かぶ,20060525,28900,116.0,千葉_埼玉,2006,21
かぶ,20060526,25905,118.5,千葉_埼玉,2006,21
かぶ,20060527,28995,97.25,千葉_各地,2006,21
かぶ,20060529,25805,126.0,千葉_埼玉,2006,22
かぶ,20060530,26148,97.0,千葉_埼玉,2006,22
かぶ,20060531,22639,147.0,千葉,2006,22
かぶ,20060601,24984,147.0,千葉,2006,22
かぶ,20060602,26112,137.0,千葉,2006,22
かぶ,20060603,25291,137.0,千葉,2006,22
かぶ,20060605,25202,95.0,千葉,2006,23
かぶ,20060606,22978,95.0,千葉,2006,23
かぶ,20060607,24583,95.0,千葉,2006,23
かぶ,20060608,23648,105.0,千葉,2006,23
かぶ,20060609,25855,84.0,千葉,2006,23
かぶ,20060610,23532,84.0,千葉,2006,23
かぶ,20060612,25739,95.0,千葉,2006,24
かぶ,20060613,29459,84.0,千葉,2006,24
かぶ,20060615,27356,84.0,千葉,2006,24
かぶ,20060616,27412,84.0,千葉,2006,24
かぶ,20060617,22238,84.0,千葉,2006,24
かぶ,20060619,26294,84.0,千葉,2006,25
かぶ,20060620,21317,95.0,千葉,2006,25
かぶ,20060621,19373,126.0,千葉,2006,25
かぶ,20060622,19244,126.0,千葉,2006,25
かぶ,20060623,20772,84.0,千葉,2006,25
かぶ,20060624,22329,84.0,千葉,2006,25
かぶ,20060626,19173,84.0,千葉,2006,26
かぶ,20060627,19553,84.0,千葉,2006,26
かぶ,20060629,20596,84.0,千葉,2006,26
かぶ,20060630,19039,105.0,千葉,2006,26
かぶ,20060701,20108,105.0,千葉,2006,26
かぶ,20060703,18813,105.0,千葉,2006,27
かぶ,20060704,18720,105.0,千葉,2006,27
かぶ,20060706,20351,126.0,千葉,2006,27
かぶ,20060707,18947,137.0,千葉,2006,27
かぶ,20060708,20211,137.0,千葉,2006,27
かぶ,20060710,18184,137.0,千葉,2006,28
かぶ,20060711,17616,105.0,千葉,2006,28
かぶ,20060712,13882,105.0,千葉,2006,28
かぶ,20060713,15405,105.0,千葉,2006,28
かぶ,20060714,17693,105.0,千葉,2006,28
かぶ,20060715,15770,105.0,千葉,2006,28
かぶ,20060718,16852,105.0,千葉,2006,29
かぶ,20060719,13779,105.0,千葉,2006,29
かぶ,20060720,13354,105.0,千葉,2006,29
かぶ,20060721,14198,147.0,千葉,2006,29
かぶ,20060722,11224,105.0,千葉,2006,29
かぶ,20060724,11755,116.0,千葉,2006,30
かぶ,20060725,15077,116.0,千葉,2006,30
かぶ,20060727,12418,116.0,千葉,2006,30
かぶ,20060728,10831,137.0,千葉,2006,30
かぶ,20060729,8651,137.0,千葉,2006,30
かぶ,20060731,9886,137.0,千葉,2006,31
かぶ,20060801,12639,137.0,千葉,2006,31
かぶ,20060802,10858,147.0,千葉,2006,31
かぶ,20060803,13738,147.0,千葉,2006,31
かぶ,20060804,13028,179.0,千葉,2006,31
かぶ,20060805,13843,179.0,千葉,2006,31
かぶ,20060807,16192,116.0,千葉,2006,32
かぶ,20060808,12373,126.0,千葉,2006,32
かぶ,20060809,17134,158.0,千葉,2006,32
かぶ,20060810,16983,137.0,千葉,2006,32
かぶ,20060811,15952,137.0,千葉,2006,32
かぶ,20060812,13393,95.0,千葉,2006,32
かぶ,20060813,11085,95.0,千葉,2006,32
かぶ,20060817,9908,137.0,千葉,2006,33
かぶ,20060818,8825,105.0,千葉,2006,33
かぶ,20060819,10280,105.0,千葉,2006,33
かぶ,20060821,14205,137.0,千葉,2006,34
かぶ,20060822,12141,116.0,千葉,2006,34
かぶ,20060824,11430,116.0,千葉,2006,34
かぶ,20060825,9873,116.0,千葉,2006,34
かぶ,20060826,10803,116.0,千葉,2006,34
かぶ,20060828,11479,137.0,千葉,2006,35
かぶ,20060829,12184,94.5,千葉,2006,35
かぶ,20060830,12778,116.0,千葉,2006,35
かぶ,20060831,10821,116.0,千葉,2006,35
かぶ,20060901,10336,116.0,千葉,2006,35
かぶ,20060902,10832,116.0,千葉,2006,35
かぶ,20060904,13145,116.0,千葉,2006,36
かぶ,20060905,13489,116.0,千葉,2006,36
かぶ,20060906,13705,116.0,千葉,2006,36
かぶ,20060907,14065,116.0,千葉,2006,36
かぶ,20060908,12868,116.0,千葉,2006,36
かぶ,20060909,15936,110.75,千葉_各地,2006,36
かぶ,20060911,17533,121.0,千葉_各地,2006,37
かぶ,20060912,16159,115.5,千葉_各地,2006,37
かぶ,20060914,18793,105.0,千葉,2006,37
かぶ,20060915,18778,116.0,千葉,2006,37
かぶ,20060916,19519,105.0,千葉,2006,37
かぶ,20060919,16841,116.0,千葉,2006,38
かぶ,20060920,18597,105.0,千葉,2006,38
かぶ,20060921,23171,116.0,千葉,2006,38
かぶ,20060922,24884,105.0,千葉,2006,38
かぶ,20060925,24644,158.0,千葉,2006,39
かぶ,20060926,21422,116.0,千葉,2006,39
かぶ,20060928,20440,116.0,千葉,2006,39
かぶ,20060929,22049,116.0,千葉,2006,39
かぶ,20060930,18743,158.0,千葉,2006,39
かぶ,20061002,22183,158.0,千葉,2006,40
かぶ,20061003,22006,126.0,千葉,2006,40
かぶ,20061004,22475,115.5,千葉_埼玉,2006,40
かぶ,20061005,25187,126.0,千葉,2006,40
かぶ,20061006,30747,158.0,千葉,2006,40
かぶ,20061007,21245,158.0,千葉,2006,40
かぶ,20061010,24485,147.0,千葉,2006,41
かぶ,20061011,21344,105.0,千葉,2006,41
かぶ,20061012,20053,105.0,千葉,2006,41
かぶ,20061013,22589,105.0,千葉,2006,41
かぶ,20061014,25338,147.0,千葉,2006,41
かぶ,20061016,20595,116.0,千葉,2006,42
かぶ,20061017,22059,116.0,千葉,2006,42
かぶ,20061019,26611,116.0,千葉,2006,42
かぶ,20061020,23354,105.0,千葉,2006,42
かぶ,20061021,22208,147.0,千葉,2006,42
かぶ,20061023,27501,105.0,千葉,2006,43
かぶ,20061024,32343,94.5,千葉,2006,43
かぶ,20061026,30042,68.5,千葉_各地,2006,43
かぶ,20061027,39604,147.0,千葉,2006,43
かぶ,20061028,33872,147.0,千葉,2006,43
かぶ,20061030,28246,84.0,千葉,2006,44
かぶ,20061031,33874,115.5,千葉,2006,44
かぶ,20061101,39062,137.0,千葉,2006,44
かぶ,20061102,39649,137.0,埼玉,2006,44
かぶ,20061104,35306,137.0,千葉,2006,44
かぶ,20061106,38977,137.0,千葉,2006,45
かぶ,20061107,41750,77.75,千葉_各地,2006,45
かぶ,20061109,36481,74.0,千葉,2006,45
かぶ,20061110,39863,137.0,千葉,2006,45
かぶ,20061111,40191,74.0,千葉,2006,45
かぶ,20061113,34533,74.0,千葉,2006,46
かぶ,20061114,33436,74.0,千葉,2006,46
かぶ,20061115,40017,74.0,千葉,2006,46
かぶ,20061116,39278,116.0,千葉,2006,46
かぶ,20061117,28800,116.0,千葉,2006,46
かぶ,20061118,41053,116.0,千葉,2006,46
かぶ,20061120,31001,84.0,千葉,2006,47
かぶ,20061121,25359,74.0,千葉,2006,47
かぶ,20061122,37755,84.0,千葉,2006,47
かぶ,20061124,40579,84.0,千葉,2006,47
かぶ,20061125,41500,84.5,千葉,2006,47
かぶ,20061127,42363,84.0,千葉,2006,48
かぶ,20061128,37475,84.0,千葉,2006,48
かぶ,20061129,44569,126.0,千葉,2006,48
かぶ,20061130,41159,126.0,千葉,2006,48
かぶ,20061201,37006,74.0,千葉,2006,48
かぶ,20061202,36405,74.0,千葉,2006,48
かぶ,20061204,35219,74.0,千葉,2006,49
かぶ,20061205,31401,74.0,千葉,2006,49
かぶ,20061206,30050,126.0,千葉,2006,49
かぶ,20061207,30290,126.0,千葉,2006,49
かぶ,20061208,36542,126.0,千葉,2006,49
かぶ,20061209,33892,53.0,千葉,2006,49
かぶ,20061211,34940,95.0,千葉,2006,50
かぶ,20061212,36310,95.0,千葉,2006,50
かぶ,20061214,41597,95.0,千葉,2006,50
かぶ,20061215,36165,95.0,千葉,2006,50
かぶ,20061216,39290,53.0,千葉,2006,50
かぶ,20061218,35468,137.0,千葉,2006,51
かぶ,20061219,33478,137.0,千葉,2006,51
かぶ,20061220,27920,137.0,千葉,2006,51
かぶ,20061221,26958,137.0,千葉,2006,51
かぶ,20061222,34843,137.0,千葉,2006,51
かぶ,20061224,32457,137.0,千葉,2006,51
かぶ,20061225,30122,95.0,千葉,2006,52
かぶ,20061226,30318,95.0,千葉,2006,52
かぶ,20061227,31253,147.0,千葉,2006,52
かぶ,20061228,33630,158.0,千葉,2006,52
かぶ,20061229,30414,126.0,千葉,2006,52
かぶ,20070105,36710,210.0,千葉,2007,1
かぶ,20070106,43640,131.5,千葉,2007,1
かぶ,20070109,39044,63.0,千葉,2007,2
かぶ,20070110,28760,116.0,千葉,2007,2
かぶ,20070111,28997,95.0,千葉,2007,2
かぶ,20070112,31978,158.0,千葉,2007,2
かぶ,20070113,31875,158.0,千葉,2007,2
かぶ,20070115,31578,95.0,千葉,2007,3
かぶ,20070116,31335,95.0,千葉,2007,3
かぶ,20070118,33999,95.0,千葉,2007,3
かぶ,20070119,28453,95.0,千葉,2007,3
かぶ,20070120,34786,95.0,千葉,2007,3
かぶ,20070122,29984,95.0,千葉,2007,4
かぶ,20070123,33597,147.0,千葉,2007,4
かぶ,20070125,31467,100.0,千葉,2007,4
かぶ,20070126,25085,116.0,千葉,2007,4
かぶ,20070127,31203,116.0,千葉,2007,4
かぶ,20070129,29995,116.0,千葉,2007,5
かぶ,20070130,24086,105.0,千葉,2007,5
かぶ,20070131,23907,116.0,千葉,2007,5
かぶ,20070201,26501,116.0,千葉,2007,5
かぶ,20070202,24779,116.0,千葉,2007,5
かぶ,20070203,25202,116.0,千葉,2007,5
かぶ,20070205,21103,116.0,千葉,2007,6
かぶ,20070206,24081,116.0,千葉,2007,6
かぶ,20070207,23373,116.0,千葉,2007,6
かぶ,20070208,29490,116.0,千葉,2007,6
かぶ,20070209,29975,116.0,千葉,2007,6
かぶ,20070210,29074,158.0,千葉,2007,6
かぶ,20070213,28286,121.0,千葉,2007,7
かぶ,20070214,25239,116.0,千葉,2007,7
かぶ,20070215,25282,116.0,千葉,2007,7
かぶ,20070216,23715,105.0,千葉,2007,7
かぶ,20070217,25835,116.0,千葉,2007,7
かぶ,20070219,22502,116.0,千葉,2007,8
かぶ,20070220,28948,116.0,千葉,2007,8
かぶ,20070222,34523,95.0,千葉,2007,8
かぶ,20070223,30282,116.0,千葉,2007,8
かぶ,20070224,31952,116.0,千葉,2007,8
かぶ,20070226,28167,116.0,千葉,2007,9
かぶ,20070227,27131,116.0,千葉,2007,9
かぶ,20070301,26580,179.0,千葉,2007,9
かぶ,20070302,27570,126.0,千葉,2007,9
かぶ,20070303,27586,137.0,千葉,2007,9
かぶ,20070305,24807,179.0,千葉,2007,10
かぶ,20070306,25512,126.0,千葉,2007,10
かぶ,20070307,24428,126.0,千葉,2007,10
かぶ,20070308,28203,158.0,千葉,2007,10
かぶ,20070309,24663,126.0,千葉,2007,10
かぶ,20070310,28481,116.0,千葉,2007,10
かぶ,20070312,23351,126.0,千葉,2007,11
かぶ,20070313,30438,116.0,千葉,2007,11
かぶ,20070315,32105,116.0,千葉,2007,11
かぶ,20070316,30792,116.0,千葉,2007,11
かぶ,20070317,30733,116.0,千葉,2007,11
かぶ,20070319,27253,116.0,千葉,2007,12
かぶ,20070320,25946,179.0,千葉,2007,12
かぶ,20070322,21107,137.0,千葉,2007,12
かぶ,20070323,27757,137.0,千葉,2007,12
かぶ,20070324,27404,137.0,千葉,2007,12
かぶ,20070326,24382,137.0,千葉,2007,13
かぶ,20070327,30612,137.0,千葉,2007,13
かぶ,20070329,38761,168.0,千葉,2007,13
かぶ,20070330,37634,179.0,千葉,2007,13
かぶ,20070331,35249,158.0,千葉,2007,13
かぶ,20070402,33585,158.0,千葉,2007,14
かぶ,20070403,34836,105.0,千葉,2007,14
かぶ,20070404,30123,105.5,千葉,2007,14
かぶ,20070405,23294,95.0,千葉,2007,14
かぶ,20070406,27112,105.0,千葉,2007,14
かぶ,20070407,28755,84.0,千葉,2007,14
かぶ,20070409,30176,105.0,千葉,2007,15
かぶ,20070410,33308,126.0,千葉,2007,15
かぶ,20070412,30421,126.0,千葉,2007,15
かぶ,20070413,27259,126.0,千葉,2007,15
かぶ,20070414,25247,126.0,千葉,2007,15
かぶ,20070416,25508,126.0,千葉,2007,16
かぶ,20070417,31121,126.0,千葉,2007,16
かぶ,20070418,24502,126.0,千葉,2007,16
かぶ,20070419,27013,116.0,千葉,2007,16
かぶ,20070420,23491,126.0,千葉,2007,16
かぶ,20070421,25704,126.0,千葉,2007,16
かぶ,20070423,25080,126.0,千葉,2007,17
かぶ,20070424,27696,126.0,千葉,2007,17
かぶ,20070426,31868,126.0,千葉,2007,17
かぶ,20070427,29736,116.0,千葉,2007,17
かぶ,20070428,29749,158.0,千葉,2007,17
かぶ,20070501,31599,126.0,千葉,2007,18
かぶ,20070502,29661,126.0,千葉,2007,18
かぶ,20070504,28203,105.5,千葉,2007,18
かぶ,20070507,32541,126.0,千葉,2007,19
かぶ,20070508,34234,126.0,千葉,2007,19
かぶ,20070510,40046,158.0,千葉,2007,19
かぶ,20070511,38627,147.0,千葉,2007,19
かぶ,20070512,36991,137.0,千葉,2007,19
かぶ,20070514,28240,126.0,千葉,2007,20
かぶ,20070515,29619,95.0,千葉,2007,20
かぶ,20070516,28128,126.0,千葉,2007,20
かぶ,20070517,20786,126.0,千葉,2007,20
かぶ,20070518,20173,84.0,千葉,2007,20
かぶ,20070519,34880,84.0,千葉,2007,20
かぶ,20070521,37863,84.0,千葉,2007,21
かぶ,20070522,38080,84.0,千葉,2007,21
かぶ,20070524,27213,126.0,千葉,2007,21
かぶ,20070525,31875,84.0,千葉,2007,21
かぶ,20070526,34063,126.0,千葉,2007,21
かぶ,20070528,28415,84.0,千葉,2007,22
かぶ,20070529,31364,84.0,千葉,2007,22
かぶ,20070530,32831,84.0,千葉,2007,22
かぶ,20070531,32317,84.0,千葉,2007,22
かぶ,20070601,31724,84.0,千葉,2007,22
かぶ,20070602,25188,84.0,千葉,2007,22
かぶ,20070604,28138,126.0,千葉,2007,23
かぶ,20070605,28406,126.0,千葉,2007,23
かぶ,20070606,24005,84.0,千葉,2007,23
かぶ,20070607,26445,84.0,千葉,2007,23
かぶ,20070608,25921,84.0,千葉,2007,23
かぶ,20070609,30329,126.0,千葉,2007,23
かぶ,20070611,29262,126.0,千葉,2007,24
かぶ,20070612,29503,126.0,千葉,2007,24
かぶ,20070614,32518,126.0,千葉,2007,24
かぶ,20070615,32627,95.0,千葉,2007,24
かぶ,20070616,27788,126.0,千葉,2007,24
かぶ,20070618,27340,84.0,千葉,2007,25
かぶ,20070619,25249,84.0,千葉,2007,25
かぶ,20070620,24684,84.0,千葉,2007,25
かぶ,20070621,25069,84.0,千葉,2007,25
かぶ,20070622,21028,84.0,千葉,2007,25
かぶ,20070623,21929,84.0,千葉,2007,25
かぶ,20070625,22701,126.0,千葉,2007,26
かぶ,20070626,23520,95.0,千葉,2007,26
かぶ,20070628,29093,137.0,千葉,2007,26
かぶ,20070629,25568,137.0,千葉,2007,26
かぶ,20070630,23634,84.0,千葉,2007,26
かぶ,20070702,18068,84.0,千葉,2007,27
かぶ,20070703,18520,84.0,千葉,2007,27
かぶ,20070704,15968,95.0,千葉,2007,27
かぶ,20070705,17397,95.0,千葉,2007,27
かぶ,20070706,12186,105.0,千葉,2007,27
かぶ,20070707,16972,105.0,千葉,2007,27
かぶ,20070709,18411,105.0,千葉,2007,28
かぶ,20070710,14343,105.0,千葉,2007,28
かぶ,20070712,13291,105.0,千葉,2007,28
かぶ,20070713,15481,116.0,千葉,2007,28
かぶ,20070714,16171,116.0,千葉,2007,28
かぶ,20070717,18181,147.0,千葉,2007,29
かぶ,20070718,10679,147.0,千葉,2007,29
かぶ,20070719,11029,116.0,千葉,2007,29
かぶ,20070720,12069,116.0,千葉,2007,29
かぶ,20070721,18358,126.0,千葉,2007,29
かぶ,20070723,10087,116.0,千葉,2007,30
かぶ,20070724,11434,147.0,千葉,2007,30
かぶ,20070726,12879,147.0,千葉,2007,30
かぶ,20070727,15760,147.0,千葉,2007,30
かぶ,20070728,13409,147.0,千葉,2007,30
かぶ,20070730,11157,158.0,千葉,2007,31
かぶ,20070731,15965,137.0,千葉,2007,31
かぶ,20070801,19252,168.0,千葉,2007,31
かぶ,20070802,18363,158.0,千葉,2007,31
かぶ,20070803,12962,105.0,千葉,2007,31
かぶ,20070804,21396,147.0,千葉,2007,31
かぶ,20070806,14627,105.0,千葉,2007,32
かぶ,20070807,13714,95.0,千葉,2007,32
かぶ,20070808,12168,95.0,千葉,2007,32
かぶ,20070809,15591,95.0,千葉,2007,32
かぶ,20070810,15709,84.0,千葉,2007,32
かぶ,20070811,15561,147.0,千葉,2007,32
かぶ,20070813,17385,147.0,千葉,2007,33
かぶ,20070814,13620,105.0,千葉,2007,33
かぶ,20070818,15206,147.0,千葉,2007,33
かぶ,20070820,11299,116.0,千葉,2007,34
かぶ,20070821,12570,116.0,千葉,2007,34
かぶ,20070823,13433,126.0,千葉,2007,34
かぶ,20070824,13233,126.0,千葉,2007,34
かぶ,20070825,13242,116.0,千葉,2007,34
かぶ,20070827,13071,126.0,千葉,2007,35
かぶ,20070828,11068,116.0,千葉,2007,35
かぶ,20070829,8905,116.0,千葉,2007,35
かぶ,20070830,10922,116.0,千葉,2007,35
かぶ,20070831,12179,116.0,千葉,2007,35
かぶ,20070901,12622,116.0,千葉,2007,35
かぶ,20070903,13845,116.0,千葉,2007,36
かぶ,20070904,11654,105.0,千葉,2007,36
かぶ,20070905,10021,116.0,千葉,2007,36
かぶ,20070906,12811,116.0,千葉,2007,36
かぶ,20070907,15003,126.0,千葉,2007,36
かぶ,20070908,6546,110.5,千葉,2007,36
かぶ,20070910,16368,168.0,千葉,2007,37
かぶ,20070911,18564,168.0,千葉,2007,37
かぶ,20070913,17514,126.0,千葉,2007,37
かぶ,20070914,14975,126.0,千葉,2007,37
かぶ,20070915,15250,168.0,千葉,2007,37
かぶ,20070918,17619,168.0,千葉,2007,38
かぶ,20070919,14140,137.0,千葉,2007,38
かぶ,20070920,13854,126.0,千葉,2007,38
かぶ,20070921,14371,137.0,千葉,2007,38
かぶ,20070922,14848,137.0,千葉,2007,38
かぶ,20070925,16288,137.0,千葉,2007,39
かぶ,20070926,16694,189.0,千葉,2007,39
かぶ,20070927,16577,137.0,千葉,2007,39
かぶ,20070928,15992,137.0,千葉,2007,39
かぶ,20070929,19066,147.0,千葉,2007,39
かぶ,20071001,18243,168.0,千葉,2007,40
かぶ,20071002,19684,137.0,千葉,2007,40
かぶ,20071003,17591,137.0,千葉,2007,40
かぶ,20071004,19330,147.0,千葉,2007,40
かぶ,20071005,21852,147.0,千葉,2007,40
かぶ,20071006,22955,147.0,千葉,2007,40
かぶ,20071009,24272,147.0,千葉,2007,41
かぶ,20071010,24805,137.0,千葉,2007,41
かぶ,20071011,20199,137.0,千葉,2007,41
かぶ,20071012,22111,137.0,千葉,2007,41
かぶ,20071013,25591,126.0,千葉,2007,41
かぶ,20071015,24942,126.0,千葉,2007,42
かぶ,20071016,26907,116.0,千葉,2007,42
かぶ,20071018,27768,126.0,千葉,2007,42
かぶ,20071019,26489,126.0,千葉,2007,42
かぶ,20071020,25699,126.0,千葉,2007,42
かぶ,20071022,29931,126.0,千葉,2007,43
かぶ,20071023,33655,126.0,千葉,2007,43
かぶ,20071025,35775,126.0,千葉,2007,43
かぶ,20071026,35535,116.0,千葉,2007,43
かぶ,20071027,35726,116.0,千葉,2007,43
かぶ,20071029,27897,116.0,千葉,2007,44
かぶ,20071030,34781,105.0,千葉,2007,44
かぶ,20071031,31935,105.0,千葉,2007,44
かぶ,20071101,31441,105.0,千葉,2007,44
かぶ,20071102,37197,147.0,千葉,2007,44
かぶ,20071105,31857,147.0,千葉,2007,45
かぶ,20071106,32449,105.0,千葉,2007,45
かぶ,20071107,31226,105.0,千葉,2007,45
かぶ,20071108,31385,105.0,千葉,2007,45
かぶ,20071109,34454,137.0,千葉,2007,45
かぶ,20071110,28895,105.0,千葉,2007,45
かぶ,20071112,25905,116.0,千葉,2007,46
